Year,Make,Model,Used/New,Price,ConsumerRating,ConsumerReviews,Drivetrain,MinMPG,MaxMPG,FuelType,Mileage
2020,subaru,ascentlimited7-passenger,used,38803,4.8,83,awd,20,26,gasoline,19914
2020,jeep,compasstrailhawk,used,29375,4.8,77,4wd,22,30,gasoline,46939
2019,mercedes-benz,amge63s4matic,used,97900,5.0,2,awd,15,23,gasoline,20183
2017,genesis,g803.8,used,33500,4.8,74,awd,16,25,gasoline,43771
2019,bmw,x5xdrive40i,certified,60869,4.7,55,awd,20,26,gasoline,34840
2020,cadillac,xt6sportawd,used,56007,4.6,51,awd,17,24,gasoline,10284
2013,ford,edgelimited,used,12995,4.6,308,awd,18,25,gasoline,125010
2020,kia,telluridesx,used,49999,4.8,211,awd,19,24,gasoline,31492
2018,ford,f-150platinum,used,49995,4.8,817,4wd,16,22,gasoline,63074
2020,chevrolet,equinox1lt,used,26987,4.7,276,awd,25,30,gasoline,47421
2021,ford,f-150limited,used,81301,4.8,79,4wd,18,23,hybrid,19355
2020,mazda,cx-30premiumpackage,used,30388,4.9,44,awd,25,32,gasoline,23535
2021,chevrolet,tahoehighcountry,used,79991,4.5,37,4wd,14,19,gasoline,15843
2019,bmw,330ixdrive,certified,39577,4.9,30,awd,25,34,gasoline,32160
2019,infiniti,qx50essential,certified,35544,4.7,87,awd,24,30,gasoline,41386
2019,mercedes-benz,gls450base4matic,used,48901,5.0,10,awd,16,22,gasoline,49757
2019,mercedes-benz,gls450base4matic,used,46757,5.0,10,awd,16,22,gasoline,53186
2019,audi,sq53.0tpremium,used,53444,4.8,7,awd,19,24,gasoline,13145
2020,chevrolet,traxls,used,21672,4.5,100,awd,24,29,gasoline,30006
2020,ford,escapetitanium,used,34698,4.6,230,awd,23,31,gasoline,19301
2020,kia,telluridesx,used,50840,4.8,211,fwd,20,26,gasoline,33014
2019,honda,cr-vex,used,30802,4.8,540,awd,27,33,gasoline,39677
2019,subaru,crosstrek2.0ilimited,certified,30869,4.7,205,awd,27,33,gasoline,31020
2018,nissan,maxima3.5s,used,25998,4.9,68,fwd,21,30,gasoline,42202
2020,jeep,grandcherokeelimited,used,37723,4.8,150,rwd,19,26,gasoline,63098
2019,lincoln,nautilusselect,used,38500,4.7,97,awd,20,25,gasoline,13152
2018,ford,explorerxlt,used,28900,4.8,265,fwd,17,24,gasoline,43869
2019,cadillac,xt5luxury,used,35000,4.6,94,fwd,19,26,gasoline,34548
2019,toyota,camryse,used,26400,4.8,309,fwd,28,39,gasoline,56637
2019,bmw,x3sdrive30i,used,34919,4.7,99,rwd,23,30,gasoline,37559
2018,ford,f-150lariat,used,34978,4.8,817,rwd,20,26,gasoline,89010
2008,porsche,911carrera4coupe,used,47000,4.8,41,awd,17,24,gasoline,35100
2018,subaru,legacy2.5isport,used,23869,4.7,117,awd,25,34,gasoline,84827
2020,land,roverrangeroverevoquese,used,39000,4.1,16,awd,20,27,gasoline,50967
2021,honda,pilotex-l,used,34071,4.8,63,fwd,20,27,gasoline,31649
2021,hyundai,palisadelimited,used,48929,4.9,91,fwd,19,26,gasoline,29932
2020,land,roverdefender110se,used,82988,4.1,6,4wd,17,22,gasoline,32548
2014,hyundai,elantrase,used,13999,4.5,132,fwd,28,38,gasoline,67737
2019,toyota,tundrasr5,used,46930,4.8,126,4wd,13,17,gasoline,33472
2019,bmw,x5xdrive40i,used,55298,4.7,55,awd,20,26,gasoline,16530
2008,porsche,911carrera,used,34995,4.8,41,awd,18,26,gasoline,103956
2018,jeep,grandcherokeelimited,used,31594,4.8,395,4wd,18,25,gasoline,49654
2019,chevrolet,equinox1lt,used,22577,4.5,415,fwd,26,32,gasoline,49244
2019,mercedes-benz,c-classc3004matic,used,37998,4.8,40,awd,22,33,gasoline,19752
2018,infiniti,qx60base,used,30797,4.8,29,awd,19,26,gasoline,46705
2020,porsche,cayenneturbocoupeawd,used,142790,4.3,10,awd,15,19,gasoline,8430
2020,nissan,roguesports,used,25000,4.7,67,awd,24,30,gasoline,12974
2022,genesis,gv702.5t,used,49477,5.0,2,awd,22,28,gasoline,13218
2021,mercedes-benz,gle350base,used,62995,4.8,17,rwd,19,26,gasoline,14129
2020,hyundai,konase,used,24998,4.8,116,fwd,27,33,gasoline,16929
2019,mercedes-benz,amgglc43base4matic,used,51277,4.9,7,awd,19,25,gasoline,19693
2019,cadillac,xt4premiumluxury,certified,36997,4.2,107,fwd,24,30,gasoline,20060
2018,toyota,corollale,used,14495,4.7,333,fwd,28,36,gasoline,55034
2018,jeep,wranglerunlimitedsport,used,34689,4.6,208,4wd,17,23,gasoline,35380
2020,mercedes-benz,gla250base,certified,34495,4.9,13,fwd,24,34,gasoline,14510
2019,bmw,x5xdrive40i,used,53298,4.7,55,awd,20,26,gasoline,51130
2014,land,roverrangeroverevoquepureplus,used,16900,4.3,22,4wd,21,30,gasoline,130029
2021,bmw,x1xdrive28i,used,38898,5.0,3,awd,23,31,gasoline,13273
2012,nissan,maximasv,used,12000,4.7,61,fwd,19,26,gasoline,87032
2019,mercedes-benz,c-classc3004matic,used,30000,4.8,40,awd,22,33,gasoline,47949
2020,acura,mdx3.5lw/technologypackage,used,41845,4.9,50,awd,19,26,gasoline,41033
2018,bmw,330ixdrive,used,24995,4.8,32,awd,23,33,gasoline,34973
2018,mercedes-benz,e-classe4004matic,certified,49357,4.8,64,awd,20,26,gasoline,19567
2019,infiniti,qx60luxe,used,29989,4.6,56,awd,19,26,gasoline,67351
2019,dodge,durangogt,used,30073,4.7,61,awd,18,25,gasoline,33522
2019,subaru,crosstrek2.0ipremium,used,28799,4.7,205,awd,23,29,gasoline,16357
2017,toyota,rav4le,used,22000,4.8,591,awd,22,29,gasoline,64055
2019,jeep,grandcherokeelimited,used,35998,4.8,224,4wd,18,25,gasoline,20011
2021,mercedes-benz,c-classc3004matic,certified,44905,5.0,4,awd,23,33,gasoline,11451
2019,honda,cr-vex-l,certified,32800,4.8,540,awd,27,33,gasoline,23968
2017,bmw,m240i,used,37995,4.7,20,rwd,21,32,gasoline,30778
2019,mercedes-benz,gla250base,certified,30490,4.6,33,fwd,24,33,gasoline,37225
2019,mercedes-benz,c-classc300,certified,47893,4.8,40,rwd,21,29,gasoline,22532
2018,land,roverrangeroversupercharged,used,85998,3.8,10,4wd,16,21,gasoline,20264
2019,land,roverrangeroverevoquesepremium,used,38779,3.9,16,4wd,22,29,gasoline,22792
2018,volkswagen,atlas2.0tse,certified,27943,4.7,228,fwd,22,26,gasoline,47375
2019,bmw,x5xdrive40i,certified,54998,4.7,55,awd,20,26,gasoline,16190
2021,gmc,yukondenali,used,84990,4.0,24,4wd,14,19,gasoline,24691
2021,jeep,grandcherokeelimited,certified,46333,4.7,58,4wd,18,25,gasoline,11244
2015,toyota,4runnerlimited,used,38795,4.7,94,4wd,17,21,gasoline,70723
2020,mazda,cx-5touring,used,25250,4.9,140,fwd,25,31,gasoline,48993
2021,jeep,grandcherokeelimited,used,38575,4.7,58,rwd,19,26,gasoline,10204
2019,bmw,x3xdrive30i,used,40339,4.7,99,awd,22,29,gasoline,13637
2021,mercedes-benz,glb250base4matic,used,47500,4.4,10,awd,23,30,gasoline,10171
2019,jeep,grandcherokeelimited,used,38952,4.8,224,4wd,18,25,gasoline,25887
2020,toyota,camryle,used,27974,4.8,142,fwd,28,39,gasoline,47810
2017,audi,q73.0tpremiumplus,used,33398,4.7,72,awd,19,25,gasoline,67203
2016,porsche,cayennes,used,39995,4.8,39,awd,17,24,gasoline,71106
2020,lexus,nx300base,used,37811,4.8,38,fwd,22,28,gasoline,35219
2020,jeep,grandcherokeelimited,used,38838,4.8,150,rwd,19,26,gasoline,13349
2020,honda,pilottouring7-passenger,used,39459,4.3,151,fwd,20,27,gasoline,27832
2017,toyota,camryse,used,19592,4.7,464,fwd,24,33,gasoline,88257
2019,chevrolet,suburbanlt,used,52500,4.6,38,4wd,14,21,gasoline,39473
2017,bmw,x5sdrive35i,used,37997,4.7,77,rwd,18,25,gasoline,60267
2018,mercedes-benz,c-classc300,used,44990,4.8,66,rwd,22,29,gasoline,32313
2020,kia,sorentolx,used,31293,4.7,76,fwd,22,29,gasoline,20000
2016,ford,mustanggt,used,30542,4.7,229,rwd,15,25,gasoline,65013
2017,ford,escapese,used,18750,4.7,748,fwd,23,30,gasoline,66955
2019,bmw,x5xdrive40i,certified,60431,4.7,55,awd,20,26,gasoline,36808
2019,mercedes-benz,c-classc3004matic,certified,36405,4.8,40,awd,22,33,gasoline,24444
2021,chevrolet,tahoehighcountry,used,77468,4.5,37,4wd,14,19,gasoline,24633
2018,dodge,durangogt,used,33998,4.8,146,awd,18,25,gasoline,66458
2018,toyota,rav4limited,certified,37977,4.8,770,awd,22,28,gasoline,13368
2020,ford,fusionsel,used,24250,4.8,70,fwd,23,34,gasoline,44190
2018,hyundai,santafelimitedultimate,used,29988,4.7,75,awd,17,22,gasoline,49265
2019,toyota,camryse,certified,29722,4.8,309,fwd,28,39,gasoline,18903
2021,volkswagen,atlas3.6v6sew/technology,used,43995,4.8,42,fwd,17,23,gasoline,14934
2019,honda,hr-vsport,certified,25900,4.6,165,awd,26,31,gasoline,17208
2019,cadillac,xt5luxury,used,40975,4.6,94,fwd,19,26,gasoline,16491
2019,audi,q83.0tpremium,used,64998,4.8,27,awd,17,22,gasoline,47411
2019,chevrolet,equinox1lt,certified,29995,4.5,415,awd,25,30,gasoline,17217
2012,cadillac,escaladeesvpremium,used,31898,4.9,11,awd,13,18,e85 flex fuel,55925
2020,chevrolet,traverseltcloth,used,36000,4.9,112,fwd,18,27,gasoline,30775
2021,toyota,tundrasr5,used,54999,4.9,32,4wd,13,17,gasoline,20113
2016,honda,civiclx,used,21991,4.6,339,fwd,31,41,gasoline,49846
2020,toyota,camryle,certified,30000,4.8,142,awd,25,34,gasoline,19565
2019,dodge,durangogt,used,36154,4.7,61,awd,18,25,gasoline,30686
2019,chevrolet,traversepremier,used,42400,4.7,203,fwd,18,27,gasoline,37501
2021,porsche,macans,used,78052,4.9,3,awd,18,24,gasoline,14677
2020,jeep,grandcherokeelimited,used,32863,4.8,150,rwd,19,26,gasoline,59890
2018,bmw,x2xdrive28i,used,26500,4.7,42,awd,21,31,gasoline,61172
2017,honda,pilottouring,used,37650,4.7,285,fwd,20,27,gasoline,15206
2016,bmw,x3xdrive28i,used,29998,4.6,56,awd,21,28,gasoline,39534
2019,bmw,740i,used,54488,4.5,2,rwd,21,29,gasoline,31625
2019,mercedes-benz,amggle434maticcoupe,used,67728,5.0,10,awd,17,22,gasoline,29047
2020,chevrolet,equinox1lt,used,26431,4.7,276,fwd,26,31,gasoline,48401
2021,tesla,model3longrange,used,68995,3.0,1,awd,141,127,gasoline,18811
2019,cadillac,xt5luxury,used,35000,4.6,94,fwd,19,26,gasoline,34548
2019,cadillac,xt5luxury,certified,37497,4.6,94,awd,18,25,gasoline,22540
2020,acura,mdx3.5lw/technologypackage,certified,43990,4.9,50,fwd,20,27,gasoline,31010
2018,ford,explorerlimited,used,27010,4.8,265,fwd,19,27,gasoline,89557
2021,volvo,xc90t5momentum7passenger,certified,49800,5.0,21,fwd,21,30,gasoline,8883
2021,ram,1500limited,certified,68797,4.8,92,4wd,15,21,gasoline,15460
2016,tesla,modelxp90d,used,72700,4.7,21,awd,89,90,electric,46766
2019,honda,civiclx,certified,23395,4.9,275,fwd,30,38,gasoline,18735
2019,land,roverdiscoveryse,used,39943,3.4,4,4wd,16,21,gasoline,49463
2021,audi,q545premium,used,45950,4.6,16,awd,23,28,gasoline,11448
2018,mercedes-benz,e-classe4004matic,used,60000,4.8,64,awd,20,25,gasoline,35362
2020,mitsubishi,outlandersportes,used,22577,4.9,36,4wd,23,29,gasoline,45280
2019,mercedes-benz,amggle434maticcoupe,certified,69900,5.0,10,awd,17,22,gasoline,34096
2020,tesla,model3performance,used,61399,4.3,16,awd,118,107,gasoline,34487
2020,chevrolet,traversels,used,31911,4.9,112,fwd,18,27,gasoline,30961
2019,mercedes-benz,glc300base4matic,used,41998,4.6,72,awd,22,27,gasoline,13709
2021,mercedes-benz,gle350base,used,62995,4.8,17,rwd,19,26,gasoline,14129
2020,mercedes-benz,gla250base,used,32995,4.9,13,fwd,24,34,gasoline,29619
2019,bmw,330i,certified,33481,4.9,30,rwd,26,36,gasoline,49675
2016,subaru,forester2.5ipremium,used,25795,4.5,156,awd,24,32,gasoline,15296
2019,honda,pilotex-l,used,35500,4.8,223,awd,18,26,gasoline,46340
2019,mazda,cx-5grandtouring,used,30813,4.8,230,awd,24,30,gasoline,11285
2021,bmw,x1xdrive28i,used,38898,5.0,3,awd,23,31,gasoline,13273
2021,lexus,gx460base,used,53992,4.6,8,4wd,15,19,gasoline,12501
2018,bmw,x5xdrive35i,used,38599,4.8,66,awd,18,24,gasoline,38486
2020,lamborghini,urusbase,used,269000,4.7,1,awd,12,17,gasoline,22293
2020,dodge,durangor/t,used,44899,4.9,46,awd,14,22,gasoline,16310
2019,jeep,grandcherokeelimited,used,34333,4.8,224,4wd,18,25,gasoline,41897
2019,volkswagen,tiguan2.0ts,certified,24000,4.5,136,awd,21,29,gasoline,36221
2020,bmw,m340ixdrive,used,49777,4.9,29,awd,22,30,gasoline,40805
2020,mercedes-benz,gle350base4matic,certified,60997,4.3,75,awd,19,26,gasoline,36755
2018,bmw,x2xdrive28i,used,34000,4.7,42,awd,21,31,gasoline,34479
2019,subaru,foresterpremium,used,28250,4.7,279,awd,26,33,gasoline,30157
2016,bmw,x5xdrive35i,used,39998,4.8,73,awd,18,24,gasoline,35050
2019,honda,pilotex-l,used,37438,4.8,223,awd,18,26,gasoline,40194
2017,land,roverrangeroversport3.0lsuperchargedhse,used,41995,4.8,38,4wd,17,23,gasoline,91271
2020,volkswagen,passat2.0tsel,used,28495,4.7,25,fwd,23,34,gasoline,31980
2019,toyota,corollal,used,23923,4.8,167,fwd,28,36,gasoline,48046
2020,chevrolet,traversels,used,35570,4.9,112,fwd,18,27,gasoline,21316
2021,jeep,grandcherokeelimited,used,41679,4.7,58,4wd,18,25,gasoline,24530
2021,volvo,xc90t6momentum,used,54900,5.0,21,awd,19,28,gasoline,11388
2018,subaru,outback3.6rlimited,used,26500,4.7,445,awd,20,27,gasoline,23735
2020,bmw,x3m40i,used,55398,4.9,51,awd,21,27,gasoline,16343
2020,ford,expeditionlimited,used,67499,4.9,27,4wd,17,22,gasoline,14277
2016,dodge,challengersxt,used,24525,4.8,190,rwd,19,30,gasoline,69597
2019,audi,rs52.9t,used,80998,4.8,11,awd,17,26,gasoline,29605
2021,gmc,terrainsle,used,33995,4.8,20,awd,25,28,gasoline,14457
2015,ford,taurussho,used,21599,4.7,79,awd,17,25,gasoline,94946
2017,honda,cr-vex-l,used,29498,4.8,803,awd,27,33,gasoline,43284
2019,toyota,highlanderlimited,used,38745,4.6,363,fwd,21,27,gasoline,34232
2021,dodge,challengerr/t,used,36597,4.9,24,rwd,15,23,gasoline,23652
2019,bmw,x4m40i,certified,54988,4.6,21,awd,20,27,gasoline,34387
2019,gmc,acadiasle-2,used,32500,4.8,131,fwd,21,26,gasoline,42850
2019,ford,f-150raptor,used,65127,4.8,425,4wd,15,18,gasoline,47963
2021,volvo,xc60t5inscription,used,54805,4.9,26,fwd,22,29,gasoline,7353
2017,mazda,cx-9grandtouring,used,29499,4.7,51,awd,20,26,gasoline,49125
2019,maserati,ghiblisq4,used,47880,4.9,3,awd,16,24,gasoline,38773
2020,toyota,camryle,used,28715,4.8,142,fwd,28,39,gasoline,19367
2019,lexus,rx350350,used,46880,4.8,102,awd,19,26,gasoline,32876
2021,honda,cr-vex,used,37482,4.9,109,fwd,28,34,gasoline,14515
2020,honda,ridgelinertl-e,certified,45350,4.7,53,awd,19,24,gasoline,13540
2021,subaru,foresterpremium,certified,35997,4.9,109,awd,26,33,gasoline,39401
2020,chrysler,pacificatouring-l,used,30995,4.8,59,fwd,19,28,gasoline,49672
2018,land,roverrangeroversupercharged,used,77994,3.8,10,4wd,16,21,gasoline,27676
2021,toyota,corollale,certified,28479,4.8,74,fwd,30,38,gasoline,12112
2021,gmc,yukondenali,used,88998,4.0,24,4wd,14,19,gasoline,24563
2022,genesis,gv703.5tsport,used,66498,5.0,2,awd,19,25,gasoline,13335
2018,jeep,grandcherokeelimited,used,34653,4.8,395,4wd,18,25,gasoline,34256
2021,tesla,model3standardrangeplus,used,57926,3.0,1,rwd,150,133,electric,3920
2018,ford,f-150lariat,used,39071,4.8,817,4wd,19,24,gasoline,85417
2020,mercedes-benz,g-classg5504matic,certified,179999,4.8,5,awd,13,17,gasoline,5549
2018,jeep,grandcherokeelimited,used,33878,4.8,395,4wd,18,25,gasoline,44324
2020,lincoln,aviatorreserveawd,used,51126,4.0,88,awd,17,24,gasoline,50136
2019,bmw,440ixdrive,certified,42189,4.3,7,awd,21,31,gasoline,36695
2018,toyota,rav4limited,used,30490,4.8,770,awd,22,28,gasoline,50551
2021,toyota,corollale,certified,24288,4.8,74,fwd,30,38,gasoline,13555
2022,chevrolet,tahoerst,used,79750,5.0,2,4wd,15,20,gasoline,3548
2020,honda,passportex-l,used,41980,4.8,50,fwd,20,25,gasoline,32886
2021,acura,rdxtechnologypackage,used,41889,4.8,42,awd,21,27,gasoline,19801
2021,jeep,wranglersport,used,38564,4.8,31,4wd,17,25,gasoline,15992
2019,honda,civicex-l,used,26998,4.9,275,fwd,32,42,gasoline,37319
2019,chevrolet,silverado1500custom,certified,33674,4.3,245,4wd,15,20,gasoline,39841
2020,ford,edgetitanium,used,36999,4.9,141,awd,21,28,gasoline,26753
2019,audi,q83.0tpremium,used,62466,4.8,27,awd,17,22,gasoline,10388
2019,land,roverrangerovervelarp250s,used,50500,3.5,15,4wd,21,27,gasoline,30989
2019,bmw,640granturismoixdrive,used,46995,4.7,3,awd,20,28,gasoline,24630
2019,lexus,rx350350,used,45490,4.8,102,fwd,20,28,gasoline,28349
2020,ford,f-150kingranch,used,48549,4.8,219,rwd,17,23,gasoline,59817
2020,honda,cr-vlx,used,28400,4.8,269,awd,27,32,gasoline,40631
2017,bmw,x3xdrive28i,used,28998,4.8,89,awd,21,28,gasoline,54047
2021,jeep,grandcherokeellimited,used,52047,4.5,10,4wd,18,25,gasoline,11482
2018,ford,escapes,certified,22652,4.7,578,fwd,21,29,gasoline,14927
2018,ford,expeditionmaxlimited,used,44995,4.9,37,4wd,16,21,gasoline,84831
2019,gmc,terraindenali,certified,35997,4.5,118,awd,21,26,gasoline,16517
2016,honda,accordtouring,used,22000,4.7,286,fwd,21,34,gasoline,100830
2021,toyota,rav4le,used,32058,4.8,102,fwd,27,35,gasoline,19813
2020,lexus,nx300fsport,used,39491,4.8,38,fwd,22,28,gasoline,39706
2019,volvo,xc90t6momentum,used,43878,4.7,69,awd,19,26,gasoline,39492
2018,lexus,rx350,used,39869,4.8,90,awd,19,26,gasoline,27692
2020,tesla,modelylongrange,used,67900,3.7,10,awd,127,114,electric,25801
2018,bmw,328dxdrive,certified,34946,4.8,9,awd,30,40,diesel,34850
2020,subaru,outbacklimitedxt,certified,35662,4.7,215,awd,23,30,gasoline,35216
2019,volvo,xc60t5momentum,used,38000,4.9,82,awd,20,27,gasoline,38987
2021,toyota,rav4xle,used,34500,4.8,102,awd,27,33,gasoline,18219
2021,acura,tlxa-spec,certified,44800,4.7,21,awd,21,29,gasoline,17533
2019,jeep,grandcherokeelimited,used,39000,4.8,224,4wd,18,25,gasoline,35982
2019,lexus,ls500base,used,52995,3.8,8,rwd,19,30,gasoline,48999
2019,honda,cr-vex-l,used,31731,4.8,540,awd,27,33,gasoline,38992
2021,honda,pilotex-l,used,38303,4.8,63,fwd,20,27,gasoline,35426
2021,toyota,tacomasr5,used,30042,4.8,85,rwd,20,23,gasoline,15267
2021,toyota,tacoma,used,44598,4.8,85,4wd,18,22,gasoline,15635
2016,porsche,cayennebase,used,41998,4.8,39,awd,19,24,gasoline,52275
2021,toyota,corollase,used,23990,4.8,74,fwd,31,40,gasoline,34683
2019,land,roverrangerover3.0lv6superchargedhse,used,87990,4.5,16,4wd,17,23,gasoline,10959
2020,ford,explorerxlt,certified,36995,4.5,248,4wd,20,27,gasoline,17617
2020,kia,sportages,used,29219,4.8,174,awd,22,26,gasoline,22916
2019,honda,odysseyex-l,used,36000,4.6,133,fwd,19,28,gasoline,61630
2018,ford,explorerxlt,used,30488,4.8,265,4wd,16,22,gasoline,45367
2019,audi,a4premiumplus,used,19500,4.8,21,awd,23,34,gasoline,38500
2019,ford,edgest,used,39999,4.7,193,awd,19,26,gasoline,23285
2020,mercedes-benz,gle350base4matic,certified,56184,4.3,75,awd,19,26,gasoline,18995
2020,honda,pilotex-l,certified,37613,4.3,151,awd,18,26,gasoline,24755
2020,chrysler,pacificatouring-l,used,25495,4.8,59,fwd,19,28,gasoline,68542
2017,jeep,grandcherokeelimited,certified,28932,4.8,334,4wd,18,25,gasoline,59627
2018,bmw,x3xdrive30i,certified,32995,4.8,64,awd,22,29,gasoline,35529
2019,bmw,x5xdrive40i,used,49991,4.7,55,awd,20,26,gasoline,50841
2021,bmw,228grancoupeixdrive,used,39997,5.0,2,awd,23,33,gasoline,10268
2017,bmw,x5xdrive35i,used,37798,4.7,77,awd,18,24,gasoline,44852
2019,infiniti,qx50essential,used,33888,4.7,87,awd,24,30,gasoline,31026
2020,land,roverrangeroverp525hse,used,93770,4.7,5,4wd,16,21,gasoline,48921
2020,ford,explorerxlt,used,34899,4.5,248,4wd,20,27,gasoline,64896
2017,porsche,macans,used,47990,4.8,78,awd,17,23,gasoline,31850
2015,lexus,rx350base,used,28995,4.7,182,fwd,18,25,gasoline,46609
2018,bmw,328dbase,used,25886,4.8,9,rwd,31,43,diesel,48689
2019,mercedes-benz,gls450base4matic,used,51998,5.0,10,awd,16,22,gasoline,47575
2016,bmw,x1xdrive28i,used,24450,4.6,40,awd,22,32,gasoline,47732
2019,tesla,model3longrange,used,53450,4.9,33,awd,120,112,electric,13286
2020,land,roverrangeroverevoquese,used,48991,4.1,16,awd,20,27,gasoline,10026
2019,toyota,rav4le,certified,33981,4.6,444,fwd,26,35,gasoline,23179
2020,ram,1500rebel,used,48975,4.8,201,4wd,19,24,gasoline,16990
2018,ford,mustangecoboostpremium,used,26499,4.8,192,rwd,21,31,gasoline,33282
2021,hyundai,palisadelimited,used,53999,4.9,91,awd,19,24,gasoline,16082
2018,audi,a63.0tsport,used,36789,4.7,23,awd,20,29,gasoline,27273
2015,subaru,outback3.6rlimited,used,23600,4.6,166,awd,20,27,gasoline,74099
2021,bmw,x5xdrive40i,certified,64692,4.8,26,awd,21,25,gasoline,24887
2019,mercedes-benz,c-classc3004matic,used,55135,4.8,40,awd,21,29,gasoline,13677
2022,toyota,corollale,used,27217,5.0,2,fwd,30,38,gasoline,16369
2016,honda,accordtouring,used,24319,4.7,286,fwd,21,34,gasoline,82707
2021,infiniti,q503.0tsensory,certified,41799,4.9,8,rwd,20,29,gasoline,31373
2017,buick,enclaveleather,used,22985,4.8,137,fwd,15,22,gasoline,85722
2019,infiniti,qx80luxe,used,50955,4.8,26,awd,13,19,gasoline,49242
2021,toyota,rav4le,used,31936,4.8,102,fwd,27,35,gasoline,46812
2019,toyota,camryle,used,26197,4.8,309,fwd,28,39,gasoline,46379
2021,bmw,x6m50i,certified,93444,4.8,5,awd,16,22,gasoline,22943
2019,audi,q52.0tpremium,used,38884,4.7,42,awd,22,27,gasoline,21349
2018,infiniti,qx80base,used,47498,4.7,21,awd,13,19,gasoline,58190
2019,bmw,x4xdrive30i,used,45480,4.6,21,awd,22,29,gasoline,30537
2021,gmc,sierra1500denali,used,59999,4.2,43,4wd,16,22,gasoline,18972
2018,toyota,rav4le,used,27987,4.8,770,fwd,23,30,gasoline,45973
2017,cadillac,ct63.6lluxury,used,31438,4.8,49,awd,18,27,gasoline,89199
2020,acura,rdxtechnologypackage,used,37500,4.6,96,fwd,22,28,gasoline,41791
2020,ram,1500limited,certified,53791,4.8,201,rwd,20,25,gasoline,23151
2016,mazda,cx-5grandtouring,used,22599,4.7,308,awd,24,30,gasoline,81734
2019,toyota,4runnerlimited,certified,43495,4.8,189,4wd,17,20,gasoline,59715
2019,honda,cr-vtouring,used,32495,4.8,540,awd,27,33,gasoline,31171
2019,cadillac,xt5luxury,certified,36790,4.6,94,awd,18,25,gasoline,42106
2017,toyota,highlanderxle,used,32875,4.8,348,awd,20,26,gasoline,42525
2017,infiniti,qx80base,used,34500,4.8,50,awd,13,19,gasoline,80073
2011,chevrolet,tahoelt,used,19950,4.5,63,rwd,15,21,e85 flex fuel,85000
2013,ford,escapetitanium,used,15745,4.1,469,fwd,22,30,gasoline,82199
2017,buick,enclaveleather,used,25900,4.8,137,awd,15,22,gasoline,87324
2019,toyota,rav4xlepremium,certified,34400,4.6,444,awd,25,33,gasoline,36120
2020,hyundai,sonatase,used,25347,4.8,106,fwd,28,38,gasoline,17268
2020,acura,tlxa-spec,used,34999,4.9,32,fwd,23,32,gasoline,27248
2019,cadillac,xt5luxury,certified,35299,4.6,94,awd,18,25,gasoline,35285
2019,toyota,4runnerlimited,used,41986,4.8,189,4wd,17,20,gasoline,47543
2020,buick,enclaveessence,used,37400,4.8,41,fwd,18,26,gasoline,25053
2019,subaru,outback2.5ipremium,used,32861,4.7,262,awd,25,32,gasoline,17883
2020,subaru,foresterpremium,used,29139,4.8,222,awd,26,33,gasoline,47212
2021,toyota,corollale,used,23992,4.8,74,fwd,30,38,gasoline,41106
2019,jeep,grandcherokeelimited,used,37500,4.8,224,4wd,18,25,gasoline,17600
2020,gmc,terrainsle,certified,28989,4.7,79,awd,25,28,gasoline,13245
2018,lexus,rx350350package!,used,39387,4.8,90,fwd,20,27,gasoline,50264
2020,dodge,durangosxt,used,37998,4.9,46,awd,18,25,gasoline,14365
2021,tesla,model3standardrangeplus,used,59973,3.0,1,rwd,150,133,electric,12343
2019,subaru,outback2.5ipremium,used,28500,4.7,262,awd,25,32,gasoline,24941
2019,cadillac,xt5luxury,certified,31000,4.6,94,awd,18,25,gasoline,57385
2020,ford,edgesel,certified,31337,4.9,141,awd,21,28,gasoline,11343
2020,toyota,rav4xle,certified,30971,4.7,166,awd,27,33,gasoline,64055
2021,lexus,gx460base,used,59283,4.6,8,4wd,15,19,gasoline,11586
2018,toyota,4runnerlimited,used,42998,4.8,253,4wd,17,20,gasoline,31057
2018,lexus,rx350,used,40399,4.8,90,awd,19,26,gasoline,37871
2021,cadillac,escaladesport,used,111500,2.9,19,4wd,14,19,gasoline,14288
2017,toyota,4runnerlimited,used,37491,4.8,151,4wd,17,20,gasoline,98661
2020,toyota,camryse,used,29998,4.8,142,fwd,28,39,gasoline,13112
2020,ford,explorerxlt,used,35990,4.5,248,rwd,21,28,gasoline,13364
2018,acura,mdx3.5lw/technologypackage,used,37498,4.7,61,awd,18,26,gasoline,36888
2021,toyota,corollale,used,22575,4.8,74,fwd,30,38,gasoline,16339
2019,hyundai,konase,used,21999,4.8,142,fwd,27,33,gasoline,17530
2019,honda,passportex-l,used,34399,4.7,102,awd,19,24,gasoline,32634
2021,acura,rdxtechnologypackage,certified,42311,4.8,42,fwd,22,28,gasoline,12473
2019,subaru,forestertouring,used,29799,4.7,279,awd,26,33,gasoline,65105
2011,mitsubishi,lancerevolutiongsr,used,29901,4.6,14,awd,17,23,gasoline,14066
2018,land,roverrangerovervelarp380s,used,49952,4.0,82,4wd,18,24,gasoline,27519
2021,mercedes-benz,gle350base,certified,61995,4.8,17,rwd,19,26,gasoline,18658
2020,honda,accordlx1.5t,certified,26280,4.8,151,fwd,30,38,gasoline,13212
2019,bmw,330i,certified,38804,4.9,30,rwd,26,36,gasoline,13014
2010,lexus,rx350base,used,17949,4.7,125,awd,18,24,gasoline,88728
